date,race_id,strategy,bet_type,umaban,horse,odds_at_bet,odds_final,ev_at_bet,ev_final,confidence,finish,stake,payout,virtual,retro,feature_ver
20260801,202601010311,S1,win,15,エゾダイモン,36.0,101.3,1.184,3.333,0.909,16,100,0.0,1,0,2
20260801,202601010311,S1C,win,12,アルマデオロ,3.7,4.1,1.057,1.172,0.909,2,100,0.0,1,1,2
20260801,202601010311,S1C,win,15,エゾダイモン,36.0,101.3,1.184,3.333,0.909,16,100,0.0,1,1,2
20260801,202601010311,S2,win,12,アルマデオロ,3.7,4.1,1.057,1.172,0.909,2,100,0.0,1,0,2
20260801,202601010311,V1,place,12,アルマデオロ,,,,,0.909,2,100,180.0,1,0,2
20260801,202601010311,V2,place,12,アルマデオロ,,,,,0.909,2,100,180.0,1,0,2
20260801,202601010311,V3,wide,11-12,ショウナンサムデイ×アルマデオロ,,,,,0.909,3/2,100,790.0,1,0,2
20260801,202601010311,V4,trifecta,12-11-7,,,,,,,,100,0.0,1,0,1
20260801,202601010311,V4,trifecta,12-7-11,,,,,,,,100,0.0,1,0,1
20260801,202601010311,V4,trifecta,12-11-10,,,,,,,,100,0.0,1,0,1
20260801,202601010311,V4,trifecta,12-10-11,,,,,,,,100,0.0,1,0,1
20260801,202601010311,V4,trifecta,12-11-8,,,,,,,,100,0.0,1,0,1
20260801,202601010311,V4,trifecta,11-12-7,,,,,,,,100,0.0,1,0,1
20260801,202601010311,V4,trifecta,12-11-14,,,,,,,,100,0.0,1,0,1
20260801,202601010311,V4,trifecta,11-12-10,,,,,,,,100,0.0,1,0,1
20260801,202601010311,V4,trifecta,12-8-11,,,,,,,,100,0.0,1,0,1
20260801,202601010311,V4,trifecta,7-12-11,,,,,,,,100,0.0,1,0,1
20260801,202601010312,S2,win,7,ユージュアーナ,2.5,3.0,0.734,0.881,0.905,8,100,0.0,1,0,2
20260801,202601010312,V1,place,7,ユージュアーナ,,,,,0.905,8,100,0.0,1,0,2
20260801,202601010312,V2,place,7,ユージュアーナ,,,,,0.905,8,100,0.0,1,0,2
20260801,202601010312,V3,wide,3-7,エアニゲラ×ユージュアーナ,,,,,0.905,2/8,100,0.0,1,0,2
20260801,202604020301,S1,win,3,エレガントステップ,64.4,113.8,1.365,2.412,0.796,9,100,0.0,1,0,2
20260801,202604020301,S2,win,10,エストレアボニータ,2.7,2.1,0.756,0.588,0.796,1,100,210.0,1,0,2
20260801,202604020301,V1,place,10,エストレアボニータ,,,,,0.796,1,100,130.0,1,0,2
20260801,202604020302,S2,win,2,シェーンリヒト,2.5,3.4,0.876,1.191,0.586,3,100,0.0,1,0,2
20260801,202604020302,V1,place,2,シェーンリヒト,,,,,0.586,3,100,120.0,1,0,2
20260801,202604020303,S2,win,3,ボーデコール,3.9,3.2,0.818,0.671,0.571,1,100,320.0,1,0,2
20260801,202604020303,V1,place,3,ボーデコール,,,,,0.571,1,100,160.0,1,0,2
20260801,202604020304,S2,win,15,ブルージンジャー,6.1,4.5,0.902,0.665,0.874,3,100,0.0,1,0,2
20260801,202604020304,V1,place,15,ブルージンジャー,,,,,0.874,3,100,200.0,1,0,2
20260801,202604020304,V3,wide,3-15,ユニバーサルラヴ×ブルージンジャー,,,,,0.874,7/3,100,0.0,1,0,2
20260801,202604020305,S1,win,1,バル,43.5,216.5,1.837,9.143,0.86,13,100,0.0,1,0,2
20260801,202604020305,S1,win,4,ヴィスクレス,13.3,17.7,1.114,1.482,0.86,8,100,0.0,1,0,2
20260801,202604020305,S1,win,5,ジーティーニッツァ,36.3,81.1,1.075,2.402,0.86,2,100,0.0,1,0,2
20260801,202604020305,S1,win,15,エクスペクタント,32.0,41.3,1.065,1.375,0.86,10,100,0.0,1,0,2
20260801,202604020305,S1C,win,1,バル,43.5,216.5,1.837,9.143,0.86,13,100,0.0,1,1,2
20260801,202604020305,S1C,win,5,ジーティーニッツァ,36.3,81.1,1.075,2.402,0.86,2,100,0.0,1,1,2
20260801,202604020305,S1C,win,15,エクスペクタント,32.0,41.3,1.065,1.375,0.86,10,100,0.0,1,1,2
20260801,202604020305,S2,win,6,シェリアドレ,3.3,4.3,0.818,1.066,0.86,1,100,430.0,1,0,2
20260801,202604020305,V1,place,6,シェリアドレ,,,,,0.86,1,100,210.0,1,0,2
20260801,202604020305,V3,wide,6-12,シェリアドレ×サクラドール,,,,,0.86,1/7,100,0.0,1,0,2
20260801,202604020306,S1,win,5,コスモスプモーニ,132.9,260.7,1.167,2.289,0.917,12,100,0.0,1,0,2
20260801,202604020306,S1C,win,5,コスモスプモーニ,132.9,260.7,1.167,2.289,0.917,12,100,0.0,1,1,2
20260801,202604020306,S2,win,1,タイセイプランセス,4.7,5.2,0.749,0.829,0.917,1,100,520.0,1,0,2
20260801,202604020306,V1,place,1,タイセイプランセス,,,,,0.917,1,100,210.0,1,0,2
20260801,202604020306,V3,wide,1-10,タイセイプランセス×コンフォルツァ,,,,,0.917,1/2,100,390.0,1,0,2
20260801,202604020307,S1,win,3,エイブラムス,14.6,28.2,1.139,2.199,0.906,7,100,0.0,1,0,2
20260801,202604020307,S1,win,10,フームスムート,58.0,127.2,1.508,3.308,0.906,13,100,0.0,1,0,2
20260801,202604020307,S1,win,14,ショウサンジョージ,7.5,5.7,1.019,0.774,0.906,10,100,0.0,1,0,2
20260801,202604020307,S1,win,15,オレデイイノカ,87.3,205.5,1.464,3.447,0.906,11,100,0.0,1,0,2
20260801,202604020307,S1C,win,3,エイブラムス,14.6,28.2,1.139,2.199,0.906,7,100,0.0,1,1,2
20260801,202604020307,S1C,win,8,ラフエイジアン,19.8,31.8,0.916,1.471,0.906,4,100,0.0,1,1,2
20260801,202604020307,S1C,win,10,フームスムート,58.0,127.2,1.508,3.308,0.906,13,100,0.0,1,1,2
20260801,202604020307,S1C,win,14,ショウサンジョージ,7.5,5.7,1.019,0.774,0.906,10,100,0.0,1,1,2
20260801,202604020307,S1C,win,15,オレデイイノカ,87.3,205.5,1.464,3.447,0.906,11,100,0.0,1,1,2
20260801,202604020307,S2,win,6,ペンナヴェローチェ,4.9,4.0,0.55,0.449,0.906,5,100,0.0,1,0,2
20260801,202604020307,V1,place,6,ペンナヴェローチェ,,,,,0.906,5,100,0.0,1,0,2
20260801,202604020307,V3,wide,6-14,ペンナヴェローチェ×ショウサンジョージ,,,,,0.906,5/10,100,0.0,1,0,2
20260801,202604020308,S2,win,11,リアライズルミナス,1.5,1.4,0.89,0.831,0.92,3,100,0.0,1,0,2
20260801,202604020308,V1,place,11,リアライズルミナス,,,,,0.92,3,100,110.0,1,0,2
20260801,202604020308,V2,place,11,リアライズルミナス,,,,,0.92,3,100,110.0,1,0,2
20260801,202604020308,V3,wide,7-11,ウィロークリーク×リアライズルミナス,,,,,0.92,11/3,100,0.0,1,0,2
20260801,202604020309,S1,win,4,ホウオウルクソール,3.9,6.5,1.035,1.726,0.903,5,100,0.0,1,0,2
20260801,202604020309,S1C,win,4,ホウオウルクソール,3.9,6.5,1.035,1.726,0.903,5,100,0.0,1,1,2
20260801,202604020309,S2,win,10,エアサロメ,3.7,2.2,0.747,0.444,0.903,4,100,0.0,1,0,2
20260801,202604020309,V1,place,10,エアサロメ,,,,,0.903,4,100,0.0,1,0,2
20260801,202604020309,V3,wide,4-10,ホウオウルクソール×エアサロメ,,,,,0.903,5/4,100,0.0,1,0,2
20260801,202604020310,S1,win,14,ニュークリアス,27.9,24.5,1.189,1.044,0.89,7,100,0.0,1,0,2
20260801,202604020310,S1,win,15,ノクターナルハント,43.2,91.4,1.027,2.172,0.89,13,100,0.0,1,0,2
20260801,202604020310,S1C,win,14,ニュークリアス,27.9,24.5,1.189,1.044,0.89,7,100,0.0,1,1,2
20260801,202604020310,S1C,win,15,ノクターナルハント,43.2,91.4,1.027,2.172,0.89,13,100,0.0,1,1,2
20260801,202604020310,S2,win,13,ゴールドプレイヤー,2.0,1.6,0.744,0.595,0.89,3,100,0.0,1,0,2
20260801,202604020310,V1,place,13,ゴールドプレイヤー,,,,,0.89,3,100,110.0,1,0,2
20260801,202604020310,V2,place,13,ゴールドプレイヤー,,,,,0.89,3,100,110.0,1,0,2
20260801,202604020310,V3,wide,5-13,ロードプレリュード×ゴールドプレイヤー,,,,,0.89,8/3,100,0.0,1,0,2
20260801,202604020311,S1,win,7,フュチュール,39.8,173.4,1.698,7.398,0.877,11,100,0.0,1,0,2
20260801,202604020311,S1,win,8,クイーンアン,7.6,11.6,1.046,1.596,0.877,14,100,0.0,1,0,2
20260801,202604020311,S1,win,16,カタカムナ,44.8,100.9,1.447,3.258,0.877,13,100,0.0,1,0,2
20260801,202604020311,S1,win,17,パルミエ,43.5,223.6,1.336,6.867,0.877,16,100,0.0,1,0,2
20260801,202604020311,S1C,win,7,フュチュール,39.8,173.4,1.698,7.398,0.877,11,100,0.0,1,1,2
20260801,202604020311,S1C,win,8,クイーンアン,7.6,11.6,1.046,1.596,0.877,14,100,0.0,1,1,2
20260801,202604020311,S1C,win,16,カタカムナ,44.8,100.9,1.447,3.258,0.877,13,100,0.0,1,1,2
20260801,202604020311,S1C,win,17,パルミエ,43.5,223.6,1.336,6.867,0.877,16,100,0.0,1,1,2
20260801,202604020311,S2,win,1,ヴェニゼロス,6.2,6.8,0.887,0.972,0.877,4,100,0.0,1,0,2
20260801,202604020311,V1,place,1,ヴェニゼロス,,,,,0.877,4,100,0.0,1,0,2
20260801,202604020311,V3,wide,1-14,ヴェニゼロス×ジャストビコーズ,,,,,0.877,4/17,100,0.0,1,0,2
20260801,202604020311,V4,trifecta,1-8-14,,,,,,,,100,0.0,1,0,1
20260801,202604020311,V4,trifecta,1-14-8,,,,,,,,100,0.0,1,0,1
20260801,202604020311,V4,trifecta,8-1-14,,,,,,,,100,0.0,1,0,1
20260801,202604020311,V4,trifecta,14-1-8,,,,,,,,100,0.0,1,0,1
20260801,202604020311,V4,trifecta,8-14-1,,,,,,,,100,0.0,1,0,1
20260801,202604020311,V4,trifecta,14-8-1,,,,,,,,100,0.0,1,0,1
20260801,202604020311,V4,trifecta,1-8-11,,,,,,,,100,0.0,1,0,1
20260801,202604020311,V4,trifecta,8-1-11,,,,,,,,100,0.0,1,0,1
20260801,202604020311,V4,trifecta,1-11-8,,,,,,,,100,0.0,1,0,1
20260801,202604020311,V4,trifecta,1-14-11,,,,,,,,100,0.0,1,0,1
20260801,202604020312,S1,win,8,カシオペア,7.2,10.1,1.103,1.547,0.895,3,100,0.0,1,0,2
20260801,202604020312,S1,win,12,シルフィー,21.2,39.5,1.083,2.018,0.895,11,100,0.0,1,0,2
20260801,202604020312,S1,win,17,ステキサプライズ,23.9,143.3,1.031,6.183,0.895,5,100,0.0,1,0,2
20260801,202604020312,S1C,win,8,カシオペア,7.2,10.1,1.103,1.547,0.895,3,100,0.0,1,1,2
20260801,202604020312,S1C,win,12,シルフィー,21.2,39.5,1.083,2.018,0.895,11,100,0.0,1,1,2
20260801,202604020312,S1C,win,17,ステキサプライズ,23.9,143.3,1.031,6.183,0.895,5,100,0.0,1,1,2
20260801,202604020312,S2,win,2,タイキオーベロン,5.3,6.5,0.807,0.99,0.895,4,100,0.0,1,0,2
20260801,202604020312,V1,place,2,タイキオーベロン,,,,,0.895,4,100,0.0,1,0,2
20260801,202604020312,V3,wide,2-11,タイキオーベロン×レモンバーム,,,,,0.895,4/16,100,0.0,1,0,2
20260801,202607020301,S1C,win,2,シャインラブ,5.8,12.3,0.983,2.084,0.886,4,100,0.0,1,1,2
20260801,202607020301,S2,win,3,オスカーレイア,2.9,2.3,0.709,0.563,0.886,8,100,0.0,1,0,2
20260801,202607020301,V1,place,3,オスカーレイア,,,,,0.886,8,100,0.0,1,0,2
20260801,202607020301,V3,wide,3-8,オスカーレイア×サイモンレガシー,,,,,0.886,8/2,100,0.0,1,0,2
20260801,202607020302,S1C,win,3,ジョリープリュム,21.3,19.2,0.914,0.824,0.546,8,100,0.0,1,1,2
20260801,202607020302,S1C,win,11,ウインクローバー,22.0,60.3,0.96,2.63,0.546,5,100,0.0,1,1,2
20260801,202607020302,S2,win,13,バティック,3.2,3.3,0.858,0.885,0.546,2,100,0.0,1,0,2
20260801,202607020302,V1,place,13,バティック,,,,,0.546,2,100,130.0,1,0,2
20260801,202607020303,S1,win,1,アージュドール,20.6,13.6,1.274,0.841,0.873,11,100,0.0,1,0,2
20260801,202607020303,S1,win,7,アイルドゥレーヴェ,16.8,15.3,1.227,1.117,0.873,12,100,0.0,1,0,2
20260801,202607020303,S1,win,14,グリミスティ,123.1,204.4,1.054,1.75,0.873,5,100,0.0,1,0,2
20260801,202607020303,S1C,win,1,アージュドール,20.6,13.6,1.274,0.841,0.873,11,100,0.0,1,1,2
20260801,202607020303,S1C,win,7,アイルドゥレーヴェ,16.8,15.3,1.227,1.117,0.873,12,100,0.0,1,1,2
20260801,202607020303,S1C,win,14,グリミスティ,123.1,204.4,1.054,1.75,0.873,5,100,0.0,1,1,2
20260801,202607020303,S2,win,11,チェファルー,1.4,1.4,0.697,0.697,0.873,1,100,140.0,1,0,2
20260801,202607020303,V1,place,11,チェファルー,,,,,0.873,1,100,110.0,1,0,2
20260801,202607020303,V2,place,11,チェファルー,,,,,0.873,1,100,110.0,1,0,2
20260801,202607020303,V3,wide,6-11,ゴリョウセイ×チェファルー,,,,,0.873,4/1,100,0.0,1,0,2
20260801,202607020304,S1,win,2,タントレーベル,25.1,40.7,1.785,2.894,0.897,15,100,0.0,1,0,2
20260801,202607020304,S1,win,13,タガノアルテミス,27.5,15.8,1.334,0.767,0.897,3,100,0.0,1,0,2
20260801,202607020304,S1,win,16,メイショウマグナ,51.8,68.3,3.012,3.972,0.897,12,100,0.0,1,0,2
20260801,202607020304,S1C,win,2,タントレーベル,25.1,40.7,1.785,2.894,0.897,15,100,0.0,1,1,2
20260801,202607020304,S1C,win,13,タガノアルテミス,27.5,15.8,1.334,0.767,0.897,3,100,0.0,1,1,2
20260801,202607020304,S1C,win,16,メイショウマグナ,51.8,68.3,3.012,3.972,0.897,12,100,0.0,1,1,2
20260801,202607020304,S2,win,15,フィデリス,3.1,4.6,0.726,1.077,0.897,9,100,0.0,1,0,2
20260801,202607020304,V1,place,15,フィデリス,,,,,0.897,9,100,0.0,1,0,2
20260801,202607020304,V3,wide,9-15,ウンナターシャ×フィデリス,,,,,0.897,1/9,100,0.0,1,0,2
20260801,202607020305,S1,win,5,サラサダンディー,38.1,118.0,1.069,3.312,0.853,6,100,0.0,1,0,2
20260801,202607020305,S1,win,7,ニシノエビガタメ,23.0,83.0,1.061,3.83,0.853,4,100,0.0,1,0,2
20260801,202607020305,S1,win,10,サンライズジャッジ,56.7,187.1,1.045,3.448,0.853,14,100,0.0,1,0,2
20260801,202607020305,S1,win,11,レディトゥアタック,21.7,34.9,1.213,1.95,0.853,8,100,0.0,1,0,2
20260801,202607020305,S1,win,16,フォーシーファイン,57.8,113.5,1.895,3.722,0.853,12,100,0.0,1,0,2
20260801,202607020305,S1C,win,3,クロンヌジャン,21.0,19.5,0.973,0.904,0.853,15,100,0.0,1,1,2
20260801,202607020305,S1C,win,5,サラサダンディー,38.1,118.0,1.069,3.312,0.853,6,100,0.0,1,1,2
20260801,202607020305,S1C,win,7,ニシノエビガタメ,23.0,83.0,1.061,3.83,0.853,4,100,0.0,1,1,2
20260801,202607020305,S1C,win,11,レディトゥアタック,21.7,34.9,1.213,1.95,0.853,8,100,0.0,1,1,2
20260801,202607020305,S1C,win,16,フォーシーファイン,57.8,113.5,1.895,3.722,0.853,12,100,0.0,1,1,2
20260801,202607020305,S2,win,9,メイショウナナシロ,2.2,2.0,0.625,0.568,0.853,2,100,0.0,1,0,2
20260801,202607020305,V1,place,9,メイショウナナシロ,,,,,0.853,2,100,130.0,1,0,2
20260801,202607020305,V2,place,9,メイショウナナシロ,,,,,0.853,2,100,130.0,1,0,2
20260801,202607020305,V3,wide,9-14,メイショウナナシロ×サトノグロリア,,,,,0.853,2/1,100,290.0,1,0,2
20260801,202607020306,S1,win,12,ナッカーフェイス,64.8,180.9,1.139,3.18,0.901,6,100,0.0,1,0,2
20260801,202607020306,S1C,win,9,ヴィリアリート,21.5,37.5,0.95,1.657,0.901,10,100,0.0,1,1,2
20260801,202607020306,S2,win,3,スナッピードレッサ,2.2,1.9,0.782,0.675,0.901,1,100,190.0,1,0,2
20260801,202607020306,V1,place,3,スナッピードレッサ,,,,,0.901,1,100,110.0,1,0,2
20260801,202607020306,V2,place,3,スナッピードレッサ,,,,,0.901,1,100,110.0,1,0,2
20260801,202607020306,V3,wide,3-8,スナッピードレッサ×ニューオーリンズ,,,,,0.901,1/3,100,220.0,1,0,2
20260801,202607020307,S1,win,6,ハワイアンティアレ,14.7,16.1,1.423,1.559,0.9,1,100,1610.0000000000002,1,0,2
20260801,202607020307,S1,win,11,アイルシャイン,19.5,38.8,1.005,2.0,0.9,9,100,0.0,1,0,2
20260801,202607020307,S1C,win,6,ハワイアンティアレ,14.7,16.1,1.423,1.559,0.9,1,100,1610.0000000000002,1,1,2
20260801,202607020307,S1C,win,11,アイルシャイン,19.5,38.8,1.005,2.0,0.9,9,100,0.0,1,1,2
20260801,202607020307,S2,win,2,アンドゥーリル,2.2,1.8,0.861,0.704,0.9,6,100,0.0,1,0,2
20260801,202607020307,V1,place,2,アンドゥーリル,,,,,0.9,6,100,0.0,1,0,2
20260801,202607020307,V2,place,2,アンドゥーリル,,,,,0.9,6,100,0.0,1,0,2
20260801,202607020307,V3,wide,1-2,ケーブパール×アンドゥーリル,,,,,0.9,3/6,100,0.0,1,0,2
20260801,202607020308,S1,win,6,テンエースワン,31.7,61.4,1.017,1.97,0.889,6,100,0.0,1,0,2
20260801,202607020308,S1,win,11,レッドボブ,25.8,23.0,1.045,0.932,0.889,11,100,0.0,1,0,2
20260801,202607020308,S1C,win,1,メイショウクーガー,39.8,41.3,0.992,1.029,0.889,7,100,0.0,1,1,2
20260801,202607020308,S1C,win,11,レッドボブ,25.8,23.0,1.045,0.932,0.889,11,100,0.0,1,1,2
20260801,202607020308,S2,win,10,ビービークローサー,1.3,1.2,0.783,0.722,0.889,1,100,120.0,1,0,2
20260801,202607020308,V1,place,10,ビービークローサー,,,,,0.889,1,100,100.0,1,0,2
20260801,202607020308,V2,place,10,ビービークローサー,,,,,0.889,1,100,100.0,1,0,2
20260801,202607020308,V3,wide,10-12,ビービークローサー×バルダンツァ,,,,,0.889,1/5,100,0.0,1,0,2
20260801,202607020310,S1,win,5,メイショウアボット,23.0,43.9,1.407,2.686,0.899,7,100,0.0,1,0,2
20260801,202607020310,S1,win,10,カフェノワール,7.6,6.5,1.025,0.877,0.899,3,100,0.0,1,0,2
20260801,202607020310,S1C,win,5,メイショウアボット,23.0,43.9,1.407,2.686,0.899,7,100,0.0,1,1,2
20260801,202607020310,S2,win,2,ハウリングウィンド,5.2,9.2,0.99,1.751,0.899,10,100,0.0,1,0,2
20260801,202607020310,V1,place,2,ハウリングウィンド,,,,,0.899,10,100,0.0,1,0,2
20260801,202607020310,V3,wide,2-14,ハウリングウィンド×プルメリアリノ,,,,,0.899,10/1,100,0.0,1,0,2
20260801,202607020311,S1,win,1,シルバーリム,7.7,10.4,1.153,1.557,0.904,4,100,0.0,1,0,2
20260801,202607020311,S1,win,5,ヴィスコンテッサ,5.5,12.9,1.03,2.416,0.904,2,100,0.0,1,0,2
20260801,202607020311,S1C,win,1,シルバーリム,7.7,10.4,1.153,1.557,0.904,4,100,0.0,1,1,2
20260801,202607020311,S1C,win,5,ヴィスコンテッサ,5.5,12.9,1.03,2.416,0.904,2,100,0.0,1,1,2
20260801,202607020311,S2,win,7,ピカキウイ,3.6,2.1,0.751,0.438,0.904,3,100,0.0,1,0,2
20260801,202607020311,V1,place,7,ピカキウイ,,,,,0.904,3,100,110.0,1,0,2
20260801,202607020311,V3,wide,5-7,ヴィスコンテッサ×ピカキウイ,,,,,0.904,2/3,100,520.0,1,0,2
20260801,202607020311,V4,trifecta,7-5-1,,,,,,,,100,0.0,1,0,1
20260801,202607020311,V4,trifecta,5-7-1,,,,,,,,100,0.0,1,0,1
20260801,202607020311,V4,trifecta,7-1-5,,,,,,,,100,0.0,1,0,1
20260801,202607020311,V4,trifecta,5-1-7,,,,,,,,100,0.0,1,0,1
20260801,202607020311,V4,trifecta,1-7-5,,,,,,,,100,0.0,1,0,1
20260801,202607020311,V4,trifecta,1-5-7,,,,,,,,100,0.0,1,0,1
20260801,202607020311,V4,trifecta,7-5-3,,,,,,,,100,0.0,1,0,1
20260801,202607020311,V4,trifecta,5-7-3,,,,,,,,100,0.0,1,0,1
20260801,202607020311,V4,trifecta,7-5-2,,,,,,,,100,0.0,1,0,1
20260801,202607020311,V4,trifecta,5-7-2,,,,,,,,100,0.0,1,0,1
20260801,202607020312,S1C,win,10,サマーブリザード,102.0,240.2,0.979,2.305,0.903,11,100,0.0,1,1,2
20260801,202607020312,S2,win,6,ヴォーカライズ,2.7,5.6,0.813,1.686,0.903,2,100,0.0,1,0,2
20260801,202607020312,V1,place,6,ヴォーカライズ,,,,,0.903,2,100,230.0,1,0,2
20260801,202607020312,V2,place,6,ヴォーカライズ,,,,,0.903,2,100,230.0,1,0,2
20260801,202607020312,V3,wide,1-6,サーディンラン×ヴォーカライズ,,,,,0.903,1/2,100,550.0,1,0,2
20260802,202601010401,S1,win,4,ダノンルミエール,18.5,18.5,1.143,1.143,0.901,13,100,0.0,1,1,2
20260802,202601010401,S1C,win,4,ダノンルミエール,18.5,18.5,1.143,1.143,0.901,13,100,0.0,1,1,2
20260802,202601010401,S2,win,1,タガノシルフィー,2.5,2.5,0.759,0.759,0.901,2,100,0.0,1,1,2
20260802,202601010401,V1,place,1,タガノシルフィー,,,,,0.901,2,100,130.0,1,1,2
20260802,202601010401,V2,place,1,タガノシルフィー,,,,,0.901,2,100,130.0,1,1,2
20260802,202601010401,V3,wide,1-8,タガノシルフィー×ストリートクイーン,,,,,0.901,2/3,100,220.0,1,1,2
20260802,202601010402,S1,win,4,シーシェル,149.0,149.0,1.121,1.121,0.869,6,100,0.0,1,1,2
20260802,202601010402,S1,win,13,アトリ,22.7,22.7,1.15,1.15,0.869,11,100,0.0,1,1,2
20260802,202601010402,S1C,win,4,シーシェル,149.0,149.0,1.121,1.121,0.869,6,100,0.0,1,1,2
20260802,202601010402,S1C,win,13,アトリ,22.7,22.7,1.15,1.15,0.869,11,100,0.0,1,1,2
20260802,202601010402,S2,win,3,ペカリーナ,2.8,2.8,0.757,0.757,0.869,4,100,0.0,1,1,2
20260802,202601010402,V1,place,3,ペカリーナ,,,,,0.869,4,100,0.0,1,1,2
20260802,202601010402,V2,place,3,ペカリーナ,,,,,0.869,4,100,0.0,1,1,2
20260802,202601010402,V3,wide,3-8,ペカリーナ×エグジスタンス,,,,,0.869,4/1,100,0.0,1,1,2
20260802,202601010403,S1,win,2,ワンダーゾルダート,40.3,40.3,1.119,1.119,0.9,6,100,0.0,1,1,2
20260802,202601010403,S1,win,9,ハイランダー,17.0,17.0,1.279,1.279,0.9,7,100,0.0,1,1,2
20260802,202601010403,S1C,win,1,モズヴイ,14.9,14.9,0.966,0.966,0.9,9,100,0.0,1,1,2
20260802,202601010403,S1C,win,2,ワンダーゾルダート,40.3,40.3,1.119,1.119,0.9,6,100,0.0,1,1,2
20260802,202601010403,S1C,win,5,イーサンミラー,24.3,24.3,0.845,0.845,0.9,3,100,0.0,1,1,2
20260802,202601010403,S1C,win,9,ハイランダー,17.0,17.0,1.279,1.279,0.9,7,100,0.0,1,1,2
20260802,202601010403,S2,win,3,ワンダーブリッツ,1.5,1.5,0.794,0.794,0.9,1,100,150.0,1,1,2
20260802,202601010403,V1,place,3,ワンダーブリッツ,,,,,0.9,1,100,110.0,1,1,2
20260802,202601010403,V2,place,3,ワンダーブリッツ,,,,,0.9,1,100,110.0,1,1,2
20260802,202601010403,V3,wide,3-8,ワンダーブリッツ×ゴンフィンガー,,,,,0.9,1/2,100,120.0,1,1,2
20260802,202601010404,S1C,win,9,ニヒトツーゼーア,28.4,28.4,0.931,0.931,0.897,10,100,0.0,1,1,2
20260802,202601010404,S1C,win,12,テイクザクラウン,22.3,22.3,0.895,0.895,0.897,6,100,0.0,1,1,2
20260802,202601010404,S2,win,5,クオンタムスター,1.7,1.7,0.845,0.845,0.897,2,100,0.0,1,1,2
20260802,202601010404,V1,place,5,クオンタムスター,,,,,0.897,2,100,110.0,1,1,2
20260802,202601010404,V2,place,5,クオンタムスター,,,,,0.897,2,100,110.0,1,1,2
20260802,202601010404,V3,wide,2-5,ワンダフルデイズ×クオンタムスター,,,,,0.897,4/2,100,0.0,1,1,2
20260802,202601010405,S1,win,3,オンザボー,4.9,4.9,1.012,1.012,0.576,3,100,0.0,1,1,2
20260802,202601010405,S1C,win,10,グラブザクラウン,26.4,26.4,0.891,0.891,0.576,9,100,0.0,1,1,2
20260802,202601010405,S2,win,2,ホウオウプレマ,2.8,2.8,0.692,0.692,0.576,1,100,280.0,1,1,2
20260802,202601010405,V1,place,2,ホウオウプレマ,,,,,0.576,1,100,130.0,1,1,2
20260802,202601010406,S2,win,9,ゼルダ,-3.0,,-1.196,,0.893,除外,0,0.0,1,1,2
20260802,202601010406,V1,place,9,ゼルダ,,,,,0.893,除外,0,0.0,1,1,2
20260802,202601010406,V2,place,9,ゼルダ,,,,,0.893,除外,0,0.0,1,1,2
20260802,202601010406,V3,wide,4-9,マテンロウカナロア×ゼルダ,,,,,0.893,9/除外,0,0.0,1,1,2
20260802,202601010407,S1,win,2,フクチャンブラック,15.7,15.7,1.292,1.292,0.879,8,100,0.0,1,1,2
20260802,202601010407,S1,win,11,デイズインザサン,26.7,26.7,1.171,1.171,0.879,4,100,0.0,1,1,2
20260802,202601010407,S1C,win,2,フクチャンブラック,15.7,15.7,1.292,1.292,0.879,8,100,0.0,1,1,2
20260802,202601010407,S1C,win,11,デイズインザサン,26.7,26.7,1.171,1.171,0.879,4,100,0.0,1,1,2
20260802,202601010407,S1C,win,12,ヤクジョ,25.7,25.7,0.921,0.921,0.879,3,100,0.0,1,1,2
20260802,202601010407,S2,win,1,アールグレイ,1.8,1.8,0.693,0.693,0.879,6,100,0.0,1,1,2
20260802,202601010407,V1,place,1,アールグレイ,,,,,0.879,6,100,0.0,1,1,2
20260802,202601010407,V2,place,1,アールグレイ,,,,,0.879,6,100,0.0,1,1,2
20260802,202601010407,V3,wide,1-9,アールグレイ×メイショウローゼ,,,,,0.879,6/2,100,0.0,1,1,2
20260802,202601010408,S1C,win,3,ブライトアゲイン,20.3,20.3,0.95,0.95,0.874,9,100,0.0,1,1,2
20260802,202601010408,S1C,win,13,ディーズメンフィス,6.7,6.7,0.963,0.963,0.874,6,100,0.0,1,1,2
20260802,202601010408,S2,win,5,ザカリナン,5.0,5.0,0.783,0.783,0.874,7,100,0.0,1,1,2
20260802,202601010408,V1,place,5,ザカリナン,,,,,0.874,7,100,0.0,1,1,2
20260802,202601010408,V3,wide,2-5,サトノワーグナー×ザカリナン,,,,,0.874,1/7,100,0.0,1,1,2
20260802,202601010409,S1C,win,10,クインズシフォン,37.7,37.7,0.955,0.955,0.902,3,100,0.0,1,1,2
20260802,202601010409,S2,win,5,パールフロント,3.3,3.3,0.686,0.686,0.902,2,100,0.0,1,1,2
20260802,202601010409,V1,place,5,パールフロント,,,,,0.902,2,100,170.0,1,1,2
20260802,202601010409,V3,wide,3-5,エコロレバン×パールフロント,,,,,0.902,12/2,100,0.0,1,1,2
20260802,202601010410,S2,win,8,ヘニーガイスト,1.7,1.7,0.837,0.837,0.921,1,100,170.0,1,1,2
20260802,202601010410,V1,place,8,ヘニーガイスト,,,,,0.921,1,100,110.0,1,1,2
20260802,202601010410,V2,place,8,ヘニーガイスト,,,,,0.921,1,100,110.0,1,1,2
